version, all, all_std, normal, normal_std, event, event_std
328709,8.650959968566895,0.0,5.530245304107666,0.0,8.925260543823242,0.0
328710,8.597667694091797,0.0,14.44519329071045,0.0,8.083691596984863,0.0
328708,10.732463836669922,0.0,21.98276901245117,0.0,9.743596076965332,0.0
328709,8.648651695251464,0.0046536125089989,5.5280712223052975,0.0051885741985404,8.922939872741699,0.0050322153429165
328708,10.69299955368042,0.0946083943135709,21.953662605285643,0.1794931390667456,9.70322463989258,0.1004819929859175
328710,8.597658214569092,0.0037753509264732,14.44628776550293,0.0123658973865906,8.083583030700684,0.0036937184501875
328711,0.958827587366104,0.0503885707329756,3.423509302139282,0.2362495009859322,0.7453952431678772,0.0600343979507293
328712,1.6793732166290285,0.0903619142041966,3.2199735689163207,0.0591941675197808,1.5459628891944883,0.095946021864417
328713,0.8327687633037567,0.0747019778065683,1.3656885743141174,0.1064690688254274,0.7866199421882629,0.0794370334821362
328716,19.45235103607178,0.0105306748630932,23.58339672088623,0.012611902150638,19.11268585205078,0.0107990308711257
328717,17.797135696411132,0.0070868929531431,56.89399620056152,0.0285663527872855,14.582518768310546,0.0064202618742328
328718,24.920528144836425,0.5635753593146066,36.980293350219725,1.6220540824335048,23.885801467895508,0.519813725071525
328719,17.68672130584717,0.0191358035204519,6.599068479537964,0.009112303829286,18.63804275512696,0.020619052854385
328720,18.62025245666504,0.0119562636227241,18.396837692260743,0.0208077405915533,18.63942157745361,0.0131842988673919
328715,17.723721237182616,0.006344292645407549,61.896257934570315,0.041471074061193866,14.091778621673583,0.006544087759345007
