x,true,run_0
-8.0,1.7708679390146084e-07,0.003605027060016964
-7.959899749373434,2.041512829883681e-07,0.0037602898571044148
-7.919799498746867,2.3518394464039053e-07,0.003916724888106553
-7.879699248120301,2.7074026238413256e-07,0.004073967854963343
-7.839598997493734,3.114495007249845e-07,0.004231640776391329
-7.799498746867168,3.5802392627088053e-07,0.0043893536653128494
-7.7593984962406015,4.1126910049578296e-07,0.004546706322526299
-7.719298245614035,4.720953578767507e-07,0.004703290235411072
-7.679197994987469,5.415305938268848e-07,0.00485869056978212
-7.639097744360902,6.207344983698981e-07,0.005012488242506217
-7.598997493734336,7.110143839055094e-07,0.00516426206216885
-7.5588972431077694,8.138427687433938e-07,0.005313590924935276
-7.518796992481203,9.30876892381448e-07,0.0054600560527778225
-7.478696741854637,1.0639803538154806e-06,0.005603243261434361
-7.43859649122807,1.2152470805342988e-06,0.00574274524580782
-7.398496240601504,1.3870278533170111e-06,0.005878163870998032
-7.358395989974937,1.5819596305460795e-06,0.006009112457755306
-7.318295739348371,1.8029979355147523e-06,0.006135218051839099
-7.2781954887218046,2.0534525911718587e-06,0.0062561236675309235
-7.238095238095238,2.337027108936188e-06,0.006371490496362855
-7.197994987468672,2.6578620616472394e-06,0.006481000072956033
-7.157894736842105,3.0205827954122407e-06,0.006584356390690304
-7.117794486215539,3.43035186106715e-06,0.006681287960721226
-7.0776942355889725,3.892926573188451e-06,0.0067715498085984555
-7.037593984962406,4.414722133060191e-06,0.006854925403396819
-6.99749373433584,5.002880781692456e-06,0.006931228514826765
-6.957393483709273,5.6653474798660545e-06,0.007000304994225966
-6.917293233082707,6.410952644193102e-06,0.007062034475633117
-6.87719298245614,7.249502501267201e-06,0.007116331993297119
-6.837092731829574,8.191877656046891e-06,0.007163149511972408
-6.796992481203008,9.250140505569615e-06,0.007202477366191235
-6.756892230576441,1.043765216480787e-05,0.007234345604388204
-6.716791979949875,1.1769199607810338e-05,0.007258825233288594
-6.676691729323308,1.3261133764050484e-05,0.007276029357371711
-6.636591478696742,1.4931519346940666e-05,0.0072861142075021515
-6.5964912280701755,1.680029722854003e-05,0.007289280052007913
-6.556390977443609,1.888946021134215e-05,0.007285771982603894
-6.516290726817043,2.1223243084394027e-05,0.007275880566646399
-6.476190476190476,2.3828327886561723e-05,0.0072599423562978325
-6.43609022556391,2.6734065334176087e-05,0.007238340244325
-6.3959899749373434,2.9972713403187667e-05,0.00721150365549786
-6.355889724310777,3.3579694086920885e-05,0.007179908561949717
-6.315789473684211,3.7593869379091785e-05,0.00714407731046016
-6.275689223057644,4.205783755746007e-05,0.007104578249484756
-6.235588972431078,4.701825086579511e-05,0.007062025143937479
-6.195488721804511,5.252615571019043e-05,0.007017076366288846
-6.155388471177945,5.8637356499560525e-05,0.006970433853527252
-6.1152882205513786,6.541280426876201e-05,0.006922841820989987
-6.075187969924812,7.291901122552447e-05,0.006875085226043266
-6.035087719298246,8.122849235854941e-05,0.006827987977106745
-5.994987468671679,9.04202352329981e-05,0.00678241088659299
-5.954887218045113,0.00010058019908036393,0.0067392493699667926
-5.9147869674185465,0.00011180184426161852,0.006699430897304906
-5.87468671679198,0.00012418669314470944,0.006663912208414477
-5.834586466165414,0.00013784492338911507,0.00663367630768638
-5.794486215538847,0.00015289599457038127,0.006609729260330722
-5.754385964912281,0.00016946930900549502,0.006593096817354578
-5.714285714285714,0.00018770490755471616,0.006584820902458024
-5.674185463659148,0.00020775420107621396,0.006585955999782703
-5.634085213032582,0.00022978073809568075,0.0065975654869621
-5.593984962406015,0.0002539610091231666,0.00662071796299144
-5.553884711779449,0.00028048528790287425,0.006656483624839959
-5.513784461152882,0.0003095585097177936,0.006705930750242241
-5.473684210526316,0.00034140118668910376,0.006770122346501796
-5.4335839598997495,0.0003762503598095301,0.006850113026197913
-5.393483709273183,0.0004143605872297225,0.0069469461702020485
-5.353383458646617,0.0004560049680766886,0.007061651436203987
-5.31328320802005,0.0005014762008229084,0.0071952426668788465
-5.273182957393484,0.0005510876749436961,0.007348716245796465
-5.2330827067669174,0.0006051745942984059,0.007523049941144353
-5.192982456140351,0.0006640951303481692,0.007719202267325929
-5.152882205513785,0.0007282316029790558,0.007938112382600402
-5.112781954887218,0.0007979916863351274,0.008180700527316795
-5.072681704260652,0.0008738096366812347,0.008447868992208108
-5.032581453634085,0.0009561475389111598,0.00874050358997421
-4.992481203007519,0.0010454965678937528,0.00905947558639058
-4.9523809523809526,0.0011423782604089447,0.009405644029896023
-4.912280701754386,0.00124734579296838,0.009779858401556322
-4.87218045112782,0.0013609852603432898,0.010182961491034077
-4.832080200501253,0.0014839169491369312,0.010615792389307351
-4.791979949874687,0.0016167966002425625,0.01107918947596875
-4.7518796992481205,0.0017603166535226453,0.011573993268585747
-4.711779448621554,0.0019152074675335697,0.01210104899436113
-4.671679197994988,0.0020822385066053234,0.012661208740689978
-4.631578947368421,0.0022622194870705317,0.01325533304157403
-4.591478696741855,0.002456001473925473,0.013884291761532948
-4.551378446115288,0.002664477918700775,0.014548964147826868
-4.511278195488722,0.002888585628825604,0.015250237935523304
-4.471177944862156,0.0031293056582903135,0.015989007408096948
-4.431077694235589,0.0033876641089535704,0.01676617033858332
-4.390977443609023,0.0036647328314052484,0.01758262376239298
-4.350877192982456,0.003961630013891273,0.01843925856215869
-4.31077694235589,0.004279520647435987,0.019336952876710882
-4.2706766917293235,0.004619616854966929,0.020276564379612286
-4.230576441102757,0.0049831780719617694,0.021258921506676295
-4.190476190476191,0.0053715110659029236,0.022284813745520698
-4.150375939849624,0.005785969781647867,0.023354981132394533
-4.110275689223058,0.006227954999708275,0.024470103131188276
-4.0701754385964914,0.006698913794384027,0.025630787095645945
-4.030075187969925,0.007200338778725126,0.02683755653737595
-3.9899749373433586,0.007733767123400649,0.028090839438438757
-3.949874686716792,0.008300779336744803,0.029390956857366465
-3.909774436090226,0.008902997793530812,0.030738112080904677
-3.8696741854636594,0.009542085000398803,0.03213238057024255
-3.829573934837093,0.010219741586338663,0.0335737009399095
-3.7894736842105265,0.01093770400720695,0.03506186719001574
-3.74937343358396,0.01169774195394222,0.036596522388476854
-3.7092731829573937,0.012501655454938858,0.03817715396991173
-3.6691729323308273,0.013351271663947758,0.03980309078287337
-3.629072681704261,0.014248441325895728,0.04147350197798528
-3.5889724310776945,0.015195034914154528,0.04318739778759714
-3.548872180451128,0.01619293843404641,0.044943632204032836
-3.5087719298245617,0.017244048888744746,0.04674090751973689
-3.4686716791979952,0.018350269405214992,0.0485777806500048
-3.428571428571429,0.019513504019440502,0.05045267111883322
-3.3884711779448624,0.02073565212188632,0.052363870551981384
-3.348370927318296,0.022018602565968066,0.054309553489690895
-3.3082706766917296,0.023364227444206933,0.056287789305567146
-3.268170426065163,0.024774375538759285,0.05829655499857496
-3.2280701754385968,0.02625086545510351,0.0603337486123792
-3.1879699248120303,0.027795478449838176,0.06239720303055388
-3.147869674185464,0.02940995096578562,0.06448469989740732
-3.1077694235588975,0.03109596688989238,0.06659398342200099
-3.067669172932331,0.03285514955176109,0.06872277383681108
-3.0275689223057647,0.0346890534830246,0.07086878030164238
-2.9874686716791983,0.03659915596016821,0.07302971306693805
-2.947368421052632,0.03858684835580604,0.07520329473751379
-2.9072681704260654,0.04065342732580587,0.07738727050690745
-2.867167919799499,0.04280008586201817,0.07957941726288036
-2.8270676691729326,0.045027904242681105,0.0817775514951069
-2.786967418546366,0.0473378409148282,0.08397953596578846
-2.7468671679198,0.04973072334519784,0.08618328513201409
-2.7067669172932334,0.052207238878219105,0.08838676933450544
-2.666666666666667,0.05476792564160388,0.09058801779044617
-2.6265664160401005,0.05741316354189462,0.09278512044812398
-2.586466165413534,0.06014316539398052,0.09497622877798041
-2.5463659147869677,0.06295796823008258,0.09715955558844507
-2.5062656641604013,0.06585742483500369,0.09933337396580502
-2.466165413533835,0.06884119555552308,0.10149601544564704
-2.4260651629072685,0.07190874043267113,0.10364586752946868
-2.385964912280702,0.07505931170622936,0.10578137066429832
-2.3458646616541357,0.07829194674115317,0.1079010148059695
-2.3057644110275692,0.08160546142568913,0.11000333568840716
-2.265664160401003,0.08499844409074868,0.1120869109221516
-2.2255639097744364,0.08846924999959059,0.11415035604552037
-2.18546365914787,0.09201599645604597,0.11619232065132046
-2.1453634085213036,0.0956365585783877,0.11821148471077675
-2.105263157894737,0.09932856578448962,0.12020655521413548
-2.0651629072681708,0.10308939903214114,0.122176263243934
-2.0250626566416043,0.10691618885627513,0.12411936159182986
-1.984962406015038,0.11080581424243384,0.12603462302276372
-1.9448621553884715,0.11475490237304077,0.12792083928069864
-1.904761904761905,0.11875982927997393,0.1297768209179015
-1.8646616541353387,0.12281672143355273,0.13160139801446077
-1.8245614035087723,0.12692145829437115,0.13339342183636227
-1.7844611528822059,0.13106967585044446,0.13515176745900329
-1.7443609022556394,0.13525677115790274,0.13687533735873753
-1.704260651629073,0.13947790789898054,0.13856306594832413
-1.6641604010025066,0.14372802296633722,0.14021392500357702
-1.6240601503759402,0.14800183407782275,0.14182692989885864
-1.5839598997493738,0.15229384842070162,0.14340114653921812
-1.5438596491228074,0.15659837231909376,0.14493569884796634
-1.503759398496241,0.16090952191301053,0.1464297766413753
-1.4636591478696745,0.16522123483189574,0.14788264369807996
-1.4235588972431081,0.16952728284004726,0.14929364581069102
-1.3834586466165417,0.17382128542574213,0.15066221859207238
-1.3433583959899753,0.17809672430033963,0.15198789479949595
-1.303258145363409,0.1823469587681399,0.15327031093712243
-1.2631578947368425,0.18656524192235804,0.1545092129013806
-1.223057644110276,0.19074473761728208,0.15570446044502326
-1.1829573934837097,0.1948785381615443,0.15685603025386563
-1.1428571428571432,0.19895968267249772,0.15796401745513974
-1.1027568922305768,0.2029811760269816,0.15902863540748385
-1.0626566416040104,0.20693600833931902,0.16005021365904476
